time,open,high,low,close
2026-07-14 16:00:00+00:00,1874.1,1876.1,1867.6,1872.5
2026-07-14 17:00:00+00:00,1872.7,1872.7,1860.05,1870.5
2026-07-14 18:00:00+00:00,1870.6,1875.95,1867.55,1874.0
2026-07-14 19:00:00+00:00,1873.75,1880.65,1873.55,1875.85
2026-07-14 20:00:00+00:00,1876.1,1878.2,1873.1,1875.05
2026-07-14 21:00:00+00:00,1874.55,1878.85,1873.7,1875.65
2026-07-14 22:00:00+00:00,1875.6,1895.35,1871.3,1881.4
2026-07-14 23:00:00+00:00,1881.35,1892.25,1877.95,1889.6
2026-07-15 00:00:00+00:00,1891.4,1892.25,1877.15,1880.85
2026-07-15 01:00:00+00:00,1880.65,1880.9,1866.55,1869.7
2026-07-15 02:00:00+00:00,1869.65,1872.4,1863.75,1863.75
2026-07-15 03:00:00+00:00,1863.75,1878.25,1863.75,1875.6
2026-07-15 04:00:00+00:00,1875.3,1879.5,1872.8,1875.15
2026-07-15 05:00:00+00:00,1875.65,1882.5,1871.0,1882.1
2026-07-15 06:00:00+00:00,1882.15,1890.95,1875.05,1875.45
2026-07-15 07:00:00+00:00,1875.0,1876.35,1863.75,1869.7
2026-07-15 08:00:00+00:00,1869.75,1879.3,1869.75,1878.8
2026-07-15 09:00:00+00:00,1878.95,1886.25,1878.55,1878.55
2026-07-15 10:00:00+00:00,1878.9,1885.4,1874.05,1877.5
2026-07-15 11:00:00+00:00,1877.0,1885.1,1876.85,1884.2
2026-07-15 12:00:00+00:00,1883.75,1928.7,1878.25,1926.25
2026-07-15 13:00:00+00:00,1926.15,1945.2,1915.65,1923.95
2026-07-15 14:00:00+00:00,1924.35,1933.95,1918.05,1932.4
2026-07-15 15:00:00+00:00,1932.05,1936.1,1924.55,1930.5
2026-07-15 16:00:00+00:00,1931.05,1931.25,1903.4,1918.3
2026-07-15 17:00:00+00:00,1919.45,1929.95,1918.6,1927.2
2026-07-15 18:00:00+00:00,1926.95,1935.95,1921.8,1922.45
2026-07-15 19:00:00+00:00,1923.3,1927.95,1918.0,1922.5
2026-07-15 20:00:00+00:00,1922.95,1929.5,1919.2,1922.5
2026-07-15 21:00:00+00:00,1922.4,1924.55,1918.9,1920.05
2026-07-15 22:00:00+00:00,1921.2,1926.3,1917.6,1922.65
2026-07-15 23:00:00+00:00,1922.55,1926.7,1914.05,1916.7
2026-07-16 00:00:00+00:00,1916.9,1924.15,1910.75,1914.25
2026-07-16 01:00:00+00:00,1914.05,1924.95,1907.25,1922.3
2026-07-16 02:00:00+00:00,1921.95,1925.45,1918.0,1925.1
2026-07-16 03:00:00+00:00,1924.35,1928.2,1916.15,1917.6
2026-07-16 04:00:00+00:00,1917.65,1919.95,1913.1,1916.8
2026-07-16 05:00:00+00:00,1917.45,1926.8,1916.3,1924.45
2026-07-16 06:00:00+00:00,1924.75,1927.95,1914.85,1921.4
2026-07-16 07:00:00+00:00,1921.85,1921.85,1904.5,1909.9
2026-07-16 08:00:00+00:00,1909.8,1912.6,1875.0,1885.45
2026-07-16 09:00:00+00:00,1885.45,1888.2,1880.0,1882.85
2026-07-16 10:00:00+00:00,1883.75,1890.4,1883.0,1887.45
2026-07-16 11:00:00+00:00,1887.4,1887.4,1878.5,1884.05
2026-07-16 12:00:00+00:00,1884.45,1884.45,1867.05,1872.2
2026-07-16 13:00:00+00:00,1871.5,1889.45,1870.5,1881.55
2026-07-16 14:00:00+00:00,1881.5,1892.0,1874.1,1882.25
2026-07-16 15:00:00+00:00,1882.9,1893.25,1870.55,1880.95
2026-07-16 16:00:00+00:00,1881.0,1882.5,1873.9,1878.95
2026-07-16 17:00:00+00:00,1878.0,1878.75,1844.85,1868.0
2026-07-16 18:00:00+00:00,1868.4,1878.95,1867.9,1875.8
2026-07-16 19:00:00+00:00,1875.0,1876.95,1870.5,1875.1
2026-07-16 20:00:00+00:00,1874.5,1874.9,1870.95,1871.75
2026-07-16 21:00:00+00:00,1871.0,1880.4,1870.95,1877.85
2026-07-16 22:00:00+00:00,1877.9,1880.7,1867.5,1867.85
2026-07-16 23:00:00+00:00,1868.2,1869.7,1856.65,1863.55
2026-07-17 00:00:00+00:00,1863.9,1865.8,1846.4,1864.5
2026-07-17 01:00:00+00:00,1864.75,1869.95,1847.5,1850.65
2026-07-17 02:00:00+00:00,1850.35,1854.7,1842.75,1847.9
2026-07-17 03:00:00+00:00,1847.25,1858.75,1846.8,1851.75
2026-07-17 04:00:00+00:00,1851.5,1851.9,1843.05,1849.6
2026-07-17 05:00:00+00:00,1848.5,1848.5,1820.55,1822.45
2026-07-17 06:00:00+00:00,1822.35,1835.4,1819.25,1830.6
2026-07-17 07:00:00+00:00,1830.9,1832.35,1825.5,1827.15
2026-07-17 08:00:00+00:00,1827.15,1831.5,1820.25,1829.1
2026-07-17 09:00:00+00:00,1829.45,1834.95,1828.35,1833.85
2026-07-17 10:00:00+00:00,1833.9,1839.0,1833.15,1835.8
2026-07-17 11:00:00+00:00,1835.85,1842.2,1832.25,1838.05
2026-07-17 12:00:00+00:00,1838.05,1839.15,1826.75,1827.55
2026-07-17 13:00:00+00:00,1827.5,1828.15,1802.5,1824.05
2026-07-17 14:00:00+00:00,1824.35,1832.95,1816.2,1821.5
2026-07-17 15:00:00+00:00,1821.05,1830.4,1810.05,1829.9
2026-07-17 16:00:00+00:00,1829.9,1839.75,1825.8,1834.75
2026-07-17 17:00:00+00:00,1835.05,1856.2,1835.05,1843.0
2026-07-17 18:00:00+00:00,1843.05,1848.95,1834.55,1846.6
2026-07-17 19:00:00+00:00,1845.95,1846.15,1835.35,1843.05
2026-07-17 20:00:00+00:00,1843.15,1845.35,1836.5,1842.0
2026-07-17 21:00:00+00:00,1842.0,1845.85,1840.25,1840.4
2026-07-17 22:00:00+00:00,1840.95,1842.9,1837.0,1839.1
2026-07-17 23:00:00+00:00,1839.05,1843.65,1834.5,1841.0
2026-07-18 00:00:00+00:00,1840.9,1844.25,1839.05,1839.5
2026-07-18 01:00:00+00:00,1839.85,1842.6,1838.6,1842.1
2026-07-18 02:00:00+00:00,1842.05,1845.7,1840.6,1841.0
2026-07-18 03:00:00+00:00,1841.2,1845.15,1840.55,1845.15
